Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
1500.0,2008-07-15,travel exspenses,652.0,30.02%,852xx,AZ,2 years,0.0
3900.0,2008-07-15,Pilates Certification,549.0,37.2%,928xx,CA,< 1 year,0.0
3000.0,2008-07-15,New Life,526.0,8.52%,431xx,OH,10+ years,0.0
10000.0,2008-07-15,westgate learning center,,-1%,763xx,TX,< 1 year,0.0
2000.0,2008-07-15, ,,99999%,117xx,NY,3 years,0.0
12500.0,2008-07-15,Help VET get this dream home,634.0,7.61%,852xx,AZ,10+ years,0.0
3500.0,2008-07-15,Help me Improve my credit,550.0,13.02%,463xx,IN,7 years,0.0
15000.0,2008-07-15,Looking for a loan,723.0,7.37%,920xx,CA,1 year,0.0
7000.0,2008-07-15,Pay Off B.O.A. Visa,737.0,4.02%,980xx,WA,10+ years,0.0
1000.0,2008-07-15,Home Closing Costs,0.0,0%,891xx,NV,3 years,0.0
4500.0,2008-07-15,personal loan,697.0,9.67%,021xx,MA,10+ years,0.0
6000.0,2008-07-15,help out of debt,486.0,0%,574xx,SD,3 years,0.0
6000.0,2008-07-15,Engagement Ring for the one I Love.,689.0,10.88%,747xx,OK,< 1 year,0.0
3000.0,2008-07-15,Need Help Ending the Payday Loan Cycle,483.0,38.77%,981xx,WA,1 year,0.0
15000.0,2008-07-15,Lowering rates and Consolidating Cards,,-1%,481xx,MI,10+ years,0.0
5000.0,2008-07-15,"Starting a Business, Advising in Finance",774.0,10.73%,018xx,MA,4 years,0.0
3000.0,2008-07-15,vacation ,670.0,21.43%,770xx,TX,3 years,0.0
5000.0,2008-07-15,Need to replace Roof.....,546.0,302.84%,560xx,MN,3 years,0.0
5000.0,2008-07-15,Need a new Roof!,572.0,461.4%,560xx,MN,1 year,0.0
15000.0,2008-07-15,family,534.0,11.92%,166xx,PA,3 years,0.0
6000.0,2008-07-15,family,544.0,0%,166xx,PA,< 1 year,0.0
8700.0,2008-07-15,our deck,698.0,11.02%,021xx,MA,2 years,0.0
7500.0,2008-07-15,Help Medical Student Consolidate Debt!,622.0,13.4%,303xx,GA,< 1 year,0.0
5000.0,2008-07-15,a better life,,-1%,580xx,ND,1 year,0.0
5000.0,2008-07-15,Refinancing credit card at better rate,554.0,6.48%,581xx,ND,1 year,0.0
15000.0,2008-07-15,Buying Add. Rental Prop. in Baltimore,697.0,7.5%,212xx,MD,6 years,0.0
15000.0,2008-07-15,Invest In A Dream,,-1%,322xx,FL,4 years,0.0
1000.0,2008-07-15,Money for my NSCA Certification,548.0,0%,077xx,NJ,1 year,0.0
15000.0,2008-07-16,Credit Card Cruncher Loan,661.0,24.91%,300xx,GA,6 years,0.0
3000.0,2008-07-16,Small Personal Loan to catch up on bills,511.0,22.2%,325xx,FL,2 years,0.0
7500.0,2008-07-16,Debt Consolidation,496.0,32.77%,483xx,MI,10+ years,0.0
4500.0,2008-07-16,Refinance my high interest credit card!,604.0,3.22%,551xx,MN,10+ years,0.0
15000.0,2008-07-16,Completion of Construction,634.0,47.71%,701xx,LA,2 years,0.0
1500.0,2008-07-16,Maries Nursing Education,581.0,10.65%,430xx,OH,< 1 year,0.0
10000.0,2008-07-16,cardpay,635.0,30.69%,287xx,NC,9 years,0.0
4500.0,2008-07-16,debt,740.0,6.64%,751xx,TX,4 years,0.0
15000.0,2008-07-16,Safe lending for high return,697.0,2.46%,093xx,FL,1 year,0.0
2000.0,2008-07-16,Help me finish my educational career.,491.0,19.76%,784xx,TX,< 1 year,0.0
2000.0,2008-07-16,School Summer Loan,490.0,28.54%,200xx,DC,< 1 year,0.0
15000.0,2008-07-16,Open small bakery/cafe,605.0,2.3%,959xx,CA,10+ years,0.0
3000.0,2008-07-16,HD,712.0,11.79%,786xx,TX,4 years,0.0
4000.0,2008-07-16, ,0.0,0%,802xx,CO,< 1 year,0.0
15000.0,2008-07-16,Forming a New Buisness,433.0,7.92%,132xx,NY,< 1 year,0.0
5000.0,2008-07-16,car,446.0,41.94%,741xx,OK,4 years,0.0
14000.0,2008-07-16,debt consolidation and home project,637.0,3.7%,600xx,IL,10+ years,0.0
5000.0,2008-07-16,School tuition,0.0,4.41%,956xx,CA,5 years,0.0
1800.0,2008-07-16,New Home,614.0,7.51%,606xx,IL,10+ years,0.0
10000.0,2008-07-16,Need a loan for home down payment,633.0,21.2%,212xx,MD,5 years,0.0
15000.0,2008-07-16,Lending backed by oil bonds,697.0,209.93%,093xx,DC,1 year,0.0
5000.0,2008-07-16,Get over this transition hump loan,440.0,17.37%,762xx,TX,< 1 year,0.0
14000.0,2008-07-16,INTREST WAY TO HIGH,646.0,17.85%,440xx,OH,3 years,0.0
1000.0,2008-07-16,I need to move to SC,0.0,0%,755xx,TX,< 1 year,0.0
3000.0,2008-07-16,Used car and last $1000 CC Debt,577.0,6.73%,660xx,KS,< 1 year,0.0
12500.0,2008-07-16,Need a lower payment,655.0,40.57%,470xx,IN,1 year,0.0
3000.0,2008-07-16, ,639.0,1.73%,603xx,IL,< 1 year,0.0
15000.0,2008-07-16,Successful small business,0.0,0%,357xx,AL,5 years,0.0
4000.0,2008-07-16,Car Financing,518.0,27.69%,604xx,IL,1 year,0.0
4000.0,2008-07-16,Debt Consolidation of Higher intrest CC,664.0,30.6%,614xx,IL,2 years,0.0
2000.0,2008-07-16,Need Help with Education...,543.0,3.9%,379xx,TN,1 year,0.0
2000.0,2008-07-16,Need to pay off 21% Credit Card,730.0,0%,917xx,CA,< 1 year,0.0
7000.0,2008-07-16,College Student Paying Tuition,504.0,0%,316xx,GA,1 year,0.0
4000.0,2008-07-16,Nursing Student,637.0,26.5%,190xx,PA,2 years,0.0
6500.0,2008-07-17,need a new car,,-1%,217xx,MD,2 years,0.0
4000.0,2008-07-17,Education Loan,652.0,2.1%,315xx,GA,5 years,0.0
3500.0,2008-07-17,Helping to rebuild credit,587.0,4.59%,468xx,IN,< 1 year,0.0
5000.0,2008-07-17,Business Inventory,630.0,28.72%,453xx,OH,10+ years,0.0
3000.0,2008-07-17,Need to pay my past due rent!,511.0,14.06%,335xx,FL,8 years,0.0
15000.0,2008-07-17,Bill Consolidation,,-1%,534xx,WI,10+ years,0.0
2500.0,2008-07-17,Single mother needs help with bills,,-1%,549xx,WI,< 1 year,0.0
4000.0,2008-07-17,Consolidate debt & improve credit score,592.0,26.91%,630xx,MO,1 year,0.0
10000.0,2008-07-17,Debt Consolidation/other,556.0,12.89%,922xx,CA,9 years,0.0
1000.0,2008-07-17,Looking for a little help,0.0,0%,958xx,CA,< 1 year,0.0
3500.0,2008-07-17,Taking Care of Business,519.0,34.36%,650xx,MO,10+ years,0.0
3000.0,2008-07-17,Debt consolidation,635.0,4.37%,982xx,WA,3 years,0.0
7500.0,2008-07-17,bill credit back up,634.0,0%,452xx,OH,10+ years,0.0
5000.0,2008-07-17,Emergency loan,,-1%,897xx,NV,10+ years,0.0
3000.0,2008-07-17,CAR LOAN,484.0,0%,462xx,IN,1 year,0.0
10000.0,2008-07-17,Ballroom Dance Studio,446.0,166.56%,325xx,FL,1 year,0.0
2400.0,2008-07-17,Sarah,648.0,30.17%,925xx,CA,2 years,0.0
5000.0,2008-07-17,personal,505.0,25.91%,396xx,MS,< 1 year,0.0
1000.0,2008-07-17,Test loaning,,-1%,967xx,HI,< 1 year,0.0
5000.0,2008-07-17,CONSOLIDATING DEBT,0.0,0%,021xx,MA,6 years,0.0
7500.0,2008-07-17,Looking to lower my rates,626.0,38.99%,191xx,PA,8 years,0.0
2000.0,2008-07-17,Pay off personal loan,668.0,15.25%,474xx,IN,< 1 year,0.0
15000.0,2008-07-17,open my own hair & nail spa,547.0,0%,337xx,FL,< 1 year,0.0
15000.0,2008-07-17,Funding for college,0.0,0%,378xx,TN,< 1 year,0.0
8000.0,2008-07-17,loan,616.0,19.31%,685xx,NE,4 years,0.0
1500.0,2008-07-17,Food for August Wedding,641.0,29.9%,770xx,TX,3 years,0.0
2500.0,2008-07-17,internet7,416.0,55.52%,778xx,TX,10+ years,0.0
4000.0,2008-07-17,HELPING A FRIEND MOVE BACK HOME!,613.0,196.04%,980xx,WA,1 year,0.0
5000.0,2008-07-17,Dad,661.0,26.3%,217xx,MD,1 year,0.0
8000.0,2008-07-17,Jimmy Johns!!!,601.0,24.74%,606xx,IL,3 years,0.0
5000.0,2008-07-17, ,674.0,0.64%,604xx,IL,9 years,0.0
12000.0,2008-07-17,Consolidation loan,578.0,44.43%,371xx,TN,1 year,0.0
1000.0,2008-07-17,Moving Back Home,425.0,15.98%,653xx,MO,4 years,0.0
3000.0,2008-07-17,Handicap accesibility,565.0,24.86%,763xx,TX,< 1 year,0.0
5000.0,2008-07-17,purchase boat,520.0,0%,040xx,ME,1 year,0.0
15000.0,2008-07-17,Credit Builder Business,645.0,0.21%,152xx,PA,3 years,0.0
10000.0,2008-07-17,Business for my day care,480.0,24.86%,349xx,FL,6 years,0.0
2500.0,2008-07-17,need money for school,0.0,5.14%,548xx,WI,< 1 year,0.0
15000.0,2008-07-17,Student Loan,584.0,9.97%,630xx,MO,< 1 year,0.0
5000.0,2008-07-17,Home Improvement Project,644.0,7.89%,482xx,MI,4 years,0.0
3000.0,2008-07-17,25th anniversary vacation and bills,644.0,56.02%,441xx,OH,10+ years,0.0
1000.0,2008-07-17,Help with trip expenses,628.0,19.31%,917xx,CA,3 years,0.0
3000.0,2008-07-17,bills and 25th anniversary vacation,498.0,49.41%,441xx,OH,5 years,0.0
3000.0,2008-07-17,I need to pay my rent in 10 days!,,-1%,282xx,NC,2 years,0.0
5000.0,2008-07-17,a new starting,553.0,19.32%,841xx,UT,< 1 year,0.0
15000.0,2008-07-17,Master's Degree,726.0,18.25%,981xx,WA,2 years,0.0
5625.0,2008-07-17,finishing touches on remodel,680.0,12.45%,236xx,VA,6 years,0.0
6850.0,2008-07-17,Refinance my Credit cards,,-1%,570xx,SD,2 years,0.0
2000.0,2008-07-17,help me get my credit cards paid off,534.0,17.85%,147xx,NY,10+ years,0.0
7000.0,2008-07-17,Trying to payoff credit card debt,532.0,11.9%,891xx,NV,10+ years,0.0
5000.0,2008-07-17,Need to consolidate my bills,638.0,18.83%,986xx,WA,1 year,0.0
7500.0,2008-07-17,Need Loan To Move My Family,438.0,1.44%,302xx,GA,10+ years,0.0
15000.0,2008-07-17,Trailblazer,513.0,3.46%,995xx,AK,2 years,0.0
1500.0,2008-07-17,Credit Cards,590.0,3%,956xx,CA,1 year,0.0
1000.0,2008-07-17,Looking for a loan to catch bills up,0.0,0%,420xx,KY,< 1 year,0.0
7500.0,2008-07-17,Pay off high interst credit cards,,-1%,903xx,CA,4 years,0.0
10000.0,2008-07-17,Expert caterer and chef trying to grow,0.0,0%,191xx,PA,3 years,0.0
1000.0,2008-07-17,Car Repair,470.0,0%,773xx,TX,< 1 year,0.0
15000.0,2008-07-17,Credit Card,681.0,7.74%,911xx,CA,5 years,0.0
1600.0,2008-07-17,Diabetic appointments and supplies.,640.0,2.86%,285xx,NC,2 years,0.0
15000.0,2008-07-18,Additional money for a wedding,671.0,14.98%,928xx,CA,5 years,0.0
15000.0,2008-07-18,Refinancing Business Loan,627.0,66.02%,804xx,CO,4 years,0.0
5000.0,2008-07-18,My Dream Business,0.0,0%,950xx,CA,< 1 year,0.0
7500.0,2008-07-18,Vehicle,,-1%,721xx,AR,9 years,0.0
7500.0,2008-07-18,Education & Home Repairs,657.0,41.1%,651xx,MO,10+ years,0.0
4000.0,2008-07-18,Buy A/C Unit for Business,734.0,0%,787xx,TX,2 years,0.0
5000.0,2008-07-18,Advertising and hiring extra help,506.0,18.32%,760xx,TX,1 year,0.0
15000.0,2008-07-18,Consolidate Debt,576.0,2.59%,347xx,FL,10+ years,0.0
4000.0,2008-07-18,Credit Card Repayment,712.0,0%,100xx,NY,< 1 year,0.0
5000.0,2008-07-18,emergency wedding money,684.0,5.21%,209xx,MD,< 1 year,0.0
2000.0,2008-07-18,personal  loan to pay some bills,0.0,0%,280xx,NC,9 years,0.0
7925.0,2008-07-18,Simplifying Our Monthly Payments.,682.0,26.5%,421xx,KY,2 years,0.0
7000.0,2008-07-18,Debt refinancing for independence,723.0,33.31%,727xx,AR,2 years,0.0
6000.0,2008-07-18,Bridging the gap,706.0,6.05%,900xx,CA,< 1 year,0.0
15000.0,2008-07-18,Credit Card Refinance,652.0,22.02%,982xx,WA,< 1 year,0.0
15000.0,2008-07-18,Pay off 23-25% debt,690.0,34.21%,276xx,NC,1 year,0.0
12000.0,2008-07-18,debt consolodation,482.0,10.15%,894xx,NV,10+ years,0.0
2500.0,2008-07-18,Need Help With Rent,,-1%,000xx,NY,4 years,0.0
5000.0,2008-07-18,need to get caught up after injury,,-1%,837xx,ID,< 1 year,0.0
5000.0,2008-07-18,Trying to get back on my feet,717.0,9.7%,803xx,CO,< 1 year,0.0
15000.0,2008-07-18,EDUCATION LOAN,673.0,10.09%,990xx,WA,10+ years,0.0
6000.0,2008-07-18,Desperate Cry for Help,,-1%,534xx,WI,2 years,0.0
15000.0,2008-07-18,Paying off higher interest cards,700.0,23.52%,857xx,AZ,8 years,0.0
10675.0,2008-07-18,Credit Card Consolidation,703.0,27.85%,799xx,TX,3 years,0.0
1500.0,2008-07-18,study abroad,704.0,17.55%,443xx,OH,1 year,0.0
2000.0,2008-07-18,Affordable Apartments for Families!,672.0,10.26%,787xx,TX,8 years,0.0
10100.0,2008-07-18,2005 Chevy Cobalt,534.0,35.14%,535xx,WI,1 year,0.0
5000.0,2008-07-18,College Loan,0.0,0%,525xx,IA,< 1 year,0.0
2000.0,2008-07-18,Car,,-1%,760xx,TX,< 1 year,0.0
10000.0,2008-07-18,a fresh start without distractions,496.0,0%,606xx,IL,< 1 year,0.0
3000.0,2008-07-18,Debt Consolidation,552.0,26.58%,606xx,IL,1 year,0.0
7500.0,2008-07-18,For debt consolidation,536.0,30.27%,206xx,MD,4 years,0.0
5000.0,2008-07-18,Consolidate my credit card bills,448.0,10.31%,276xx,NC,4 years,0.0
14000.0,2008-07-18,Freedom Funds,,-1%,116xx,NY,10+ years,0.0
6000.0,2008-07-18,HELP!,488.0,22.73%,221xx,VA,3 years,0.0
1000.0,2008-07-18,Business Expenses,,-1%,850xx,AZ,< 1 year,0.0
15000.0,2008-07-18,Out of State Real Estate Investments ,,-1%,906xx,CA,2 years,0.0
1000.0,2008-07-18,Business Expenses,453.0,0.6%,850xx,AZ,< 1 year,0.0
15000.0,2008-07-18,Want one payment instead of four,617.0,11.35%,490xx,MI,2 years,0.0
1000.0,2008-07-18,NEED A CAR,487.0,41.2%,952xx,CA,5 years,0.0
15000.0,2008-07-19,Credit Card,636.0,49.92%,180xx,PA,1 year,0.0
3000.0,2008-07-19,Home repairs due to flooding,460.0,19.32%,502xx,IA,10+ years,0.0
2000.0,2008-07-19,Wedding,578.0,66.72%,801xx,CO,1 year,0.0
2000.0,2008-07-19,Student need to pay bills for school,500.0,7.33%,549xx,WI,< 1 year,0.0
15000.0,2008-07-19,I need extra cash for my home,710.0,14.42%,113xx,NY,5 years,0.0
1000.0,2008-07-19,Taxes,,-1%,630xx,MO,< 1 year,0.0
10000.0,2008-07-19,Business Funding,622.0,13.58%,201xx,VA,10+ years,0.0
10000.0,2008-07-19,help me consolidate,518.0,21.83%,570xx,SD,2 years,0.0
2000.0,2008-07-19,New Aparment Plus Moving Costs,636.0,4.33%,601xx,IL,1 year,0.0
3800.0,2008-07-19,Need to pay off (and close) credit cards,527.0,27.35%,781xx,TX,7 years,0.0
5000.0,2008-07-19,Young College Student In Need Of Car,447.0,0%,852xx,AZ,< 1 year,0.0
10000.0,2008-07-19,atlas motorcycle,0.0,0%,246xx,VA,8 years,0.0
3000.0,2008-07-19,Funds needed for car,446.0,2.88%,917xx,CA,< 1 year,0.0
7500.0,2008-07-19,Getting out of credit card debt,641.0,30.46%,759xx,TX,< 1 year,0.0
13000.0,2008-07-19,opening a BBQ restaurant W/ the sauce,772.0,0.67%,631xx,MO,7 years,0.0
10000.0,2008-07-19,My dream is to open a barbershop!,656.0,3.92%,303xx,GA,1 year,0.0
7500.0,2008-07-19,"We want to get married, but it's not fre",,-1%,303xx,GA,2 years,0.0
3000.0,2008-07-19,Moving Loan,,-1%,328xx,FL,1 year,0.0
4000.0,2008-07-19,I need a fresh start,638.0,2.37%,461xx,IN,2 years,0.0
12000.0,2008-07-19,NEED TO MOVE CLOSER TO MY JOB,425.0,17.69%,280xx,NC,6 years,0.0
3500.0,2008-07-19,QuickenLoan,640.0,20.74%,606xx,IL,10+ years,0.0
1100.0,2008-07-19,Baby Loan,,-1%,336xx,FL,1 year,0.0
6500.0,2008-07-19,PAYOFF DEBT IN 12 MONTHS & BE DEBT FREE!,594.0,34.43%,255xx,WV,9 years,0.0
5000.0,2008-07-20,New Motorcycle Purchase,491.0,15.62%,656xx,MO,1 year,0.0
15000.0,2008-07-20,personal,628.0,22.44%,234xx,VA,3 years,0.0
15000.0,2008-07-20,Personal loan,723.0,15.96%,302xx,GA,< 1 year,0.0
2500.0,2008-07-20,Eliminate high-interest loans,580.0,8.27%,618xx,IL,10+ years,0.0
10000.0,2008-07-20,Loan,449.0,12.5%,953xx,CA,< 1 year,0.0
5000.0,2008-07-20,Moving,536.0,37.16%,152xx,PA,2 years,0.0
1000.0,2008-07-20,newbalance,569.0,3.48%,606xx,IL,3 years,0.0
8000.0,2008-07-20,PLEASE HELP,524.0,0%,453xx,OH,2 years,0.0
12000.0,2008-07-20,"Clear loan from friend,home improvement",684.0,0.61%,015xx,MA,< 1 year,0.0
10000.0,2008-07-20,Mara,638.0,19.83%,900xx,CA,5 years,0.0
13000.0,2008-07-20,Pay off Credit Card Debt,,-1%,282xx,NC,2 years,0.0
7500.0,2008-07-20,education,679.0,17.87%,900xx,CA,10+ years,0.0
3000.0,2008-07-20,Paying for Last Class,539.0,40.44%,302xx,GA,7 years,0.0
7500.0,2008-07-20,Pay off a highest interest credit card ,665.0,18.39%,215xx,MD,< 1 year,0.0
15000.0,2008-07-20,Tough time for me and my son - single da,672.0,27.23%,852xx,AZ,7 years,0.0
7500.0,2008-07-20,Education Loan,707.0,31.07%,850xx,AZ,9 years,0.0
1000.0,2008-07-20,need money to get my car up to date!,,-1%,565xx,MN,4 years,0.0
5000.0,2008-07-20,Debt consolidation,468.0,16.67%,852xx,AZ,9 years,0.0
1300.0,2008-07-20,Pay of pay day loans,,-1%,852xx,AZ,10+ years,0.0
5000.0,2008-07-20,lonnie and jeanine,618.0,60.35%,813xx,CO,1 year,0.0
6500.0,2008-07-20,Debt,531.0,19.99%,852xx,AZ,2 years,0.0
10000.0,2008-07-20,New Life,423.0,7.2%,850xx,AZ,5 years,0.0
5000.0,2008-07-20,Debt Cons Loan,455.0,7.59%,484xx,MI,< 1 year,0.0
5500.0,2008-07-20,Mortgage arrears and IRS Tax Bill,612.0,23.26%,344xx,FL,< 1 year,0.0
2000.0,2008-07-20, ,563.0,4.39%,379xx,TN,2 years,0.0
15000.0,2008-07-20,Repay 401k Loan,717.0,26.99%,024xx,MA,4 years,0.0
15000.0,2008-07-20,Home Remodeling,708.0,33.44%,730xx,OK,6 years,0.0
12000.0,2008-07-20,Stundent Loan for Entrepreneur,512.0,1%,800xx,CO,1 year,0.0
15000.0,2008-07-20,ron's debt consolidation,609.0,9.31%,891xx,NV,< 1 year,0.0
3000.0,2008-07-20,unexpected expenses,,-1%,852xx,AZ,< 1 year,0.0
7000.0,2008-07-20,Bye Bye Credit Card Debt,669.0,25.52%,378xx,TN,1 year,0.0
10000.0,2008-07-20,Honeymoon + Moving Expenses,741.0,3.92%,652xx,MO,2 years,0.0
15000.0,2008-07-20,Debt consolidation,680.0,15.41%,752xx,TX,2 years,0.0
3000.0,2008-07-20,For Christmas,523.0,0%,562xx,MN,< 1 year,0.0
2500.0,2008-07-21,medical bills and credit card,542.0,35.88%,241xx,VA,1 year,0.0
15000.0,2008-07-21,Business Startup,,-1%,852xx,AZ,4 years,0.0
5950.0,2008-07-21,legal fees,635.0,14.49%,136xx,NY,< 1 year,0.0
3000.0,2008-07-21,Pay off High Interest Credit Card,646.0,25.13%,147xx,NY,8 years,0.0
1500.0,2008-07-21,Workers Comp,469.0,11.59%,180xx,PA,6 years,0.0
4950.0,2008-07-21,legal fees,634.0,8.54%,131xx,NY,< 1 year,0.0
15000.0,2008-07-21,Please help us!,581.0,17.92%,127xx,NY,< 1 year,0.0
2500.0,2008-07-21,Walter's bills,617.0,0%,241xx,VA,2 years,0.0
5000.0,2008-07-21,need help to catch up move on,474.0,4.74%,076xx,NJ,10+ years,0.0
5000.0,2008-07-21,pay off loan,479.0,24.02%,481xx,MI,10+ years,0.0
10000.0,2008-07-21,restructuring some credit card debt,694.0,26.4%,809xx,CO,10+ years,0.0
1000.0,2008-07-21,Emergency Funding,487.0,6.46%,207xx,MD,< 1 year,0.0
5000.0,2008-07-21,my 1st home,448.0,0%,145xx,NY,10+ years,0.0
8000.0,2008-07-21,public,504.0,15.66%,750xx,TX,6 years,0.0
7000.0,2008-07-21,HELP GET DISABLE DAUGHTER TO DISNEY,0.0,0%,115xx,NY,5 years,0.0
10000.0,2008-07-21,Home Improvements,736.0,0%,446xx,OH,1 year,0.0
1800.0,2008-07-21,insurance & registration on  my truck,,-1%,853xx,AZ,10+ years,0.0
2000.0,2008-07-21,Moving To Save After Divorce,445.0,10.37%,786xx,TX,3 years,0.0
2500.0,2008-07-21,Paying off medical debt,533.0,6.48%,038xx,NH,8 years,0.0
3000.0,2008-07-21,Please Help,465.0,234.57%,383xx,TN,< 1 year,0.0
8000.0,2008-07-21,Marketing Company,642.0,38.9%,921xx,CA,10+ years,0.0
10000.0,2008-07-21,credit card,645.0,42.78%,970xx,OR,2 years,0.0
2500.0,2008-07-21,Car Payment,486.0,0%,852xx,AZ,< 1 year,0.0
10000.0,2008-07-21,Dream vacation,479.0,20.97%,782xx,TX,10+ years,0.0
15000.0,2008-07-21,Loan for Medical Expenses,527.0,12.61%,330xx,FL,2 years,0.0
2500.0,2008-07-21,payoff prosper,425.0,4.18%,054xx,VT,2 years,0.0
6000.0,2008-07-21,Buy a small video store,771.0,11.64%,328xx,FL,6 years,0.0
7000.0,2008-07-21,christina,,-1%,916xx,CA,3 years,0.0
1000.0,2008-07-21,Payoff,715.0,6.3%,841xx,UT,6 years,0.0
2500.0,2008-07-21,We need a car!,490.0,0%,933xx,CA,1 year,0.0
10000.0,2008-07-21,Credit Card Debt Consolodations,618.0,19.77%,535xx,WI,1 year,0.0
15000.0,2008-07-21,CS debt consolidation,601.0,1.51%,260xx,WV,3 years,0.0
6500.0,2008-07-21,School Loan,450.0,7.06%,464xx,IN,< 1 year,0.0
7500.0,2008-07-21,My rate is to high ,658.0,31.08%,871xx,NM,< 1 year,0.0
3000.0,2008-07-21,New Bed/Coach Fund,636.0,39.31%,983xx,WA,< 1 year,0.0
5000.0,2008-07-21,consolidating high interest debt,535.0,19.53%,283xx,NC,< 1 year,0.0
15000.0,2008-07-21,consolidate dept,620.0,323.66%,782xx,TX,1 year,0.0
1000.0,2008-07-21,Dell Training,430.0,3.84%,850xx,AZ,< 1 year,0.0
15000.0,2008-07-21,IRS tax bill Penalties and intrest ,,-1%,840xx,UT,6 years,0.0
15000.0,2008-07-21,Pay Down Higher Interest Rate Debt,727.0,24.74%,940xx,CA,< 1 year,0.0
4500.0,2008-07-21,Save Home,414.0,0.23%,891xx,NV,4 years,0.0
10000.0,2008-07-21,Paying off Debt in Preparation of a Home,452.0,2.51%,232xx,VA,3 years,0.0
2000.0,2008-07-21,Payoff,572.0,1.76%,754xx,TX,2 years,0.0
7000.0,2008-07-21,Have to pay off my 401k loan,618.0,12.12%,681xx,NE,10+ years,0.0
1000.0,2008-07-21,School,699.0,20.57%,530xx,WI,< 1 year,0.0
4000.0,2008-07-21,Refinance High Interst CC's and HFC Loan,667.0,20.7%,120xx,NY,7 years,0.0
5000.0,2008-07-21,Tuition Payment,489.0,13.69%,967xx,HI,2 years,0.0
2000.0,2008-07-21,Get my life back on track.,640.0,12.14%,633xx,MO,2 years,0.0
15000.0,2008-07-21,Debt consolidation,678.0,36.97%,850xx,AZ,< 1 year,0.0
10000.0,2008-07-21,DESPERATE TO GET RID OF DEBT!!!,494.0,19.03%,941xx,CA,< 1 year,0.0
3000.0,2008-07-21,Paying off debts to help with wedding,699.0,22.16%,945xx,CA,3 years,0.0
5800.0,2008-07-21,car loan,,-1%,778xx,TX,< 1 year,0.0
3500.0,2008-07-21,Teacher & Coach Can Use Help,413.0,24.83%,891xx,NV,9 years,0.0
13500.0,2008-07-21,Getting things back on track,718.0,5.98%,852xx,AZ,8 years,0.0
1800.0,2008-07-22,Debt Consolidation ,470.0,4.2%,301xx,GA,< 1 year,0.0
3500.0,2008-07-22,Furniture,664.0,24.58%,770xx,TX,< 1 year,0.0
10000.0,2008-07-22,Pay off creditors,647.0,15.23%,559xx,MN,5 years,0.0
5000.0,2008-07-22,Would like to purchase a home,478.0,0%,135xx,NY,5 years,0.0
10000.0,2008-07-22,Pay creditors,,-1%,559xx,MN,< 1 year,0.0
1000.0,2008-07-22,Moving expenses,470.0,11.34%,902xx,CA,1 year,0.0
5000.0,2008-07-22,pay of credit card,642.0,14.38%,840xx,UT,2 years,0.0
5000.0,2008-07-22,To pay off all debt,495.0,15.41%,391xx,MS,2 years,0.0
15000.0,2008-07-22,Business start up,523.0,13.98%,801xx,CO,2 years,0.0
2000.0,2008-07-22,TEFL Certification ,767.0,8.45%,124xx,NY,< 1 year,0.0
5000.0,2008-07-22,pay off debts,488.0,9.6%,482xx,MI,8 years,0.0
12000.0,2008-07-22,Small Business Capital,675.0,39.4%,194xx,PA,< 1 year,0.0
15000.0,2008-07-22,Aldo loan,698.0,24.31%,902xx,CA,2 years,0.0
3500.0,2008-07-22,Kids Going on Vacations,518.0,0%,852xx,AZ,< 1 year,0.0
5000.0,2008-07-22,need loan bad to pay rent and bills,605.0,28.65%,930xx,CA,10+ years,0.0
2500.0,2008-07-22,Bill consolidation,492.0,32.8%,852xx,AZ,1 year,0.0
7500.0,2008-07-22,Consolidating high interest credit cards used to pay for college tuition as well as pay future college tuition.,676.0,12%,967xx,HI,< 1 year,0.0
9500.0,2008-07-22,Zero-out my Bad Debt,596.0,7.66%,626xx,IL,2 years,0.0
1000.0,2008-07-22,Loan for my sons medications,,-1%,321xx,FL,3 years,0.0
6300.0,2008-07-22,Divorce help!,600.0,56.8%,741xx,OK,1 year,0.0
5000.0,2008-07-22,Building a brighter financial future,699.0,26%,945xx,CA,3 years,0.0
6000.0,2008-07-22,Car purchase,585.0,2.91%,029xx,RI,4 years,0.0
12500.0,2008-07-22,Consolidate some old debt and taxes,566.0,10.14%,040xx,ME,2 years,0.0
2500.0,2008-07-22,"Scattered bills, Small Loan Requested",632.0,1.73%,088xx,NJ,< 1 year,0.0
3500.0,2008-07-22,Pay of high interest credit cards,722.0,25.3%,331xx,FL,< 1 year,0.0
9400.0,2008-07-22, ,733.0,35.05%,423xx,KY,8 years,0.0
5000.0,2008-07-22,A family needs help!,571.0,9.2%,782xx,TX,4 years,0.0
5000.0,2008-07-22,I need to come Out of dept please help..,416.0,21.45%,852xx,AZ,< 1 year,0.0
15000.0,2008-07-22,Need loan for wedding expenses,681.0,0.86%,921xx,CA,1 year,0.0
2000.0,2008-07-22,Education ,531.0,42.24%,336xx,FL,< 1 year,0.0
4000.0,2008-07-22,need a car to work,716.0,2.03%,563xx,MN,< 1 year,0.0
2500.0,2008-07-22,Meeting my Princess,494.0,11.65%,853xx,AZ,8 years,0.0
15000.0,2008-07-22,Help me get in control.,687.0,57.95%,853xx,AZ,8 years,0.0
5000.0,2008-07-22,In need of immediate short term loan,425.0,35.78%,530xx,WI,2 years,0.0
